,Date,nameOrig,amount,oldbalanceOrg,newbalanceOrig,City,type,Card Type,Exp Type,Gender,isFraud
5409,13-Apr-14,C1124170939,78079.66,686881.36,608801.7,"Delhi, India",CASH_OUT,Gold,Entertainment,M,0
5410,18-Jan-13,C1658121181,0.0,0.0,0.0,"Surat, India",PAYMENT,Platinum,Fuel,F,0
5411,04-Dec-12,C1703306187,16878.0,48449.0,31571.0,"Ramganj Mandi, India",CASH_OUT,Silver,Grocery,M,1
5412,24-Dec-11,C1629613996,22839.0,44794.0,21955.0,"Raayachuru, India",CASH_OUT,Gold,Grocery,F,0
5413,09-Dec-13,C474711888,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Silver,Grocery,M,0
5414,25-Dec-13,C906959358,101066.12,109053.0,7986.88,"Lucknow, India",CASH_IN,Silver,Fuel,F,0
5415,22-Nov-11,C56706585,9476.0,46981.0,37505.0,"Greater Mumbai, India",CASH_OUT,Signature,Fuel,F,0
5416,24-Jun-13,C750093813,96666.59,101831.0,5164.41,"Ahmedabad, India",CASH_OUT,Platinum,Food,F,0
5417,26-Jan-13,C1950625008,389198.39,468918.83,79720.44,"Kanpur, India",CASH_OUT,Gold,Bills,F,0
5418,21-Mar-13,C1756637546,103223.36,3963254.26,3860030.9,"Pune, India",CASH_IN,Silver,Entertainment,F,0
5419,21-Nov-13,C2029441595,8864.0,37170.0,28306.0,"Ahmedabad, India",CASH_OUT,Gold,Entertainment,M,0
5420,04-Dec-13,C6458708,0.0,0.0,0.0,"Kolkata, India",PAYMENT,Silver,Fuel,M,0
5421,26-Feb-14,C2048675648,4330.54,116044.0,111713.46,"Baramula, India",PAYMENT,Silver,Bills,M,0
5422,15-Dec-13,C854574175,0.0,0.0,0.0,"Greater Mumbai, India",PAYMENT,Signature,Food,F,0
5423,22-Nov-11,C1797714644,27347.89,830821.11,803473.22,"Ujjain, India",PAYMENT,Signature,Entertainment,F,0
5424,10-May-12,C1947086726,14029.0,83983.6,69954.6,"Bengaluru, India",CASH_OUT,Platinum,Grocery,M,0
5425,09-Dec-11,C1550677834,2096.0,13384.0,11288.0,"Greater Mumbai, India",CASH_IN,Silver,Food,F,1
5426,31-Oct-13,C409745803,72315.16,7971614.13,7899298.97,"Bengaluru, India",CASH_IN,Gold,Food,M,0
5427,05-Jul-13,C1438823955,2202.15,435882.5,433680.35,"Rahuri, India",PAYMENT,Silver,Bills,M,0
5428,25-Feb-14,C1771038551,23419.86,40172.0,16752.14,"Bengaluru, India",PAYMENT,Platinum,Entertainment,M,0
5429,29-Aug-12,C369041669,0.0,0.0,0.0,"Greater Mumbai, India",PAYMENT,Gold,Fuel,M,0
5430,09-Mar-14,C1673532015,6844.0,39234.0,32390.0,"Bengaluru, India",CASH_OUT,Silver,Bills,M,0
5431,22-Aug-13,C543031299,8768.0,10899.0,2131.0,"Greater Mumbai, India",PAYMENT,Silver,Food,M,0
5432,26-Nov-12,C344710755,1087.0,46980.0,45893.0,"Ahmedabad, India",CASH_OUT,Signature,Fuel,M,1
5433,25-May-13,C735188020,17421.12,6915349.93,6897928.81,"Delhi, India",CASH_IN,Signature,Food,M,0
5434,04-Apr-15,C1568450766,6953.92,19873.07,12919.15,"Saunda, India",PAYMENT,Platinum,Entertainment,M,0
5435,22-May-13,C1572284630,1101.0,1642.0,541.0,"Delhi, India",CASH_OUT,Platinum,Fuel,F,0
5436,13-Jun-13,C951895868,9076.0,14702.0,5626.0,"Jaipur, India",CASH_OUT,Gold,Travel,F,1
5437,26-Dec-13,C1192897393,0.0,0.0,0.0,"Sopore, India",PAYMENT,Platinum,Bills,F,0
5438,11-Apr-13,C1480789509,0.0,0.0,0.0,"Sinnar, India",PAYMENT,Silver,Fuel,M,0
5439,28-Sep-12,C777548274,16488.6,662170.8,645682.2,"Kolkata, India",PAYMENT,Platinum,Entertainment,F,0
5440,21-Aug-12,C1976183647,2552.0,51891.0,49339.0,"Greater Mumbai, India",CASH_OUT,Silver,Bills,M,0
5441,04-Nov-13,C972170211,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Gold,Food,M,0
5442,01-Apr-12,C677961106,206679.77,347341.6,140661.83,"Kavali, India",CASH_OUT,Silver,Fuel,M,0
5443,02-Sep-12,C1983806952,154921.63,4643440.67,4488519.04,"Chennai, India",CASH_IN,Signature,Entertainment,F,0
5444,27-Oct-11,C627546383,194259.36,1412019.55,1217760.19,"Delhi, India",CASH_IN,Gold,Entertainment,F,0
5445,10-Feb-14,C281720311,11127.0,33373.0,22246.0,"Umreth, India",CASH_OUT,Silver,Food,M,1
5446,26-Sep-12,C253452282,205535.88,5817400.41,5611864.53,"Bengaluru, India",CASH_IN,Gold,Food,M,0
5447,24-Jan-14,C141673448,4671.0,52060.0,47389.0,"Mankachar, India",TRANSFER,Signature,Fuel,F,1
5448,08-Apr-12,C723358145,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Signature,Food,F,0
5449,31-Jul-12,C1963228700,2988.0,45632.0,42644.0,"Bengaluru, India",TRANSFER,Gold,Food,F,1
5450,25-May-14,C1661200229,18694.0,43484.0,24790.0,"Chennai, India",TRANSFER,Silver,Fuel,M,1
5451,20-Feb-14,C1137302401,2165.0,7245.0,5080.0,"Bilaspur, India",PAYMENT,Signature,Bills,F,0
5452,25-May-12,C1271244810,101074.64,1427848.89,1326774.25,"Bengaluru, India",CASH_IN,Gold,Food,M,0
5453,13-May-14,C1654748517,22739.0,44373.0,21634.0,"Greater Mumbai, India",CASH_OUT,Silver,Food,M,0
5454,16-Mar-12,C615873327,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Signature,Grocery,M,0
5455,26-Nov-11,C435069143,2090.0,47252.0,45162.0,"Delhi, India",CASH_OUT,Silver,Fuel,F,1
5456,12-Mar-14,C705439449,0.0,0.0,0.0,"Surat, India",CASH_OUT,Gold,Entertainment,F,0
5457,08-May-14,C1581018481,3414.0,44346.0,40932.0,"Bengaluru, India",TRANSFER,Signature,Fuel,M,1
5458,07-Jul-13,C1395103235,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Silver,Fuel,M,0
5459,01-Dec-12,C2140488562,0.0,0.0,0.0,"Kolkata, India",CASH_OUT,Platinum,Fuel,F,0
5460,26-Jun-12,C1165016998,46455.0,52593.0,6138.0,"Ahmedabad, India",CASH_OUT,Platinum,Food,F,1
5461,10-Aug-13,C692656023,0.0,0.0,0.0,"Sankeshwara, India",CASH_OUT,Silver,Food,F,0
5462,29-Dec-12,C1569295848,30604.84,87331.0,56726.16,"Kolkata, India",PAYMENT,Platinum,Food,M,0
5463,16-Apr-15,C1461528830,0.0,0.0,0.0,"Kanpur, India",PAYMENT,Platinum,Food,M,0
5464,14-Aug-12,C887534067,16043.0,38237.0,22194.0,"Sangole, India",CASH_OUT,Gold,Grocery,F,1
5465,08-Jun-12,C1658244678,0.0,0.0,0.0,"Vatakara, India",PAYMENT,Signature,Grocery,F,0
5466,02-Jun-12,C1087560269,0.0,0.0,0.0,"Pune, India",TRANSFER,Silver,Entertainment,M,0
5467,15-Dec-11,C1275743312,8129.91,27681.0,19551.09,"Mahnar Bazar, India",DEBIT,Platinum,Entertainment,M,0
5468,31-Dec-12,C1536965297,1353.19,83219.24,81866.05,"Delhi, India",PAYMENT,Signature,Fuel,F,0
5469,26-Apr-14,C225455403,8638.78,959209.52,950570.74,"Kanpur, India",PAYMENT,Silver,Bills,F,0
5470,20-Jan-12,C2101127752,77081.0,111462.0,34381.0,"Bengaluru, India",CASH_OUT,Signature,Fuel,M,0
5471,20-Aug-12,C363805108,8793.64,12656.0,3862.36,"Vijainagar Ajmer, India",PAYMENT,Signature,Entertainment,M,0
5472,21-Feb-14,C294687541,1548.0,5044.0,3496.0,"Chennai, India",CASH_IN,Silver,Entertainment,F,0
5473,31-Jan-13,C1838551836,627371.9,1972159.5,1344787.6,"Delhi, India",CASH_IN,Signature,Food,M,0
5474,28-Dec-12,C8756943,7750.0,23235.0,15485.0,"Greater Mumbai, India",PAYMENT,Silver,Food,F,0
5475,07-Feb-14,C2022593602,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Platinum,Bills,M,0
5476,11-Jun-12,C1359910334,1054.0,30960.0,29906.0,"Delhi, India",CASH_OUT,Silver,Bills,M,0
5477,10-Aug-13,C168273926,2991.0,5060.0,2069.0,"Delhi, India",CASH_OUT,Gold,Grocery,F,0
5478,29-Sep-13,C1678838561,9972.0,10876.0,904.0,"Dhuri, India",PAYMENT,Silver,Food,M,0
5479,20-May-14,C510985591,12670.0,14850.0,2180.0,"Greater Mumbai, India",TRANSFER,Platinum,Food,M,1
5480,06-May-13,C316234913,0.0,0.0,0.0,"Kolkata, India",PAYMENT,Gold,Entertainment,M,0
5481,11-Jul-13,C2124415580,5209.7,93773.0,88563.3,"Ahmedabad, India",PAYMENT,Platinum,Entertainment,M,0
5482,01-Jun-13,C697091853,3574.91,15395.0,11820.09,"Tilda Newra, India",PAYMENT,Signature,Bills,F,0
5483,31-Oct-13,C1760333562,9691.0,11803.83,2112.83,"Hyderabad, India",PAYMENT,Silver,Travel,M,0
5484,20-Feb-13,C112769451,0.0,0.0,0.0,"Bengaluru, India",CASH_OUT,Gold,Food,F,0
5485,16-Nov-12,C173561677,7409.0,38580.0,31171.0,"Chennai, India",TRANSFER,Signature,Entertainment,F,0
5486,07-May-13,C157968378,104159.0,256511.0,152352.0,"Ahmedabad, India",CASH_OUT,Gold,Food,M,0
5487,23-Jun-14,C1770159896,0.0,0.0,0.0,"Ichalkaranji, India",CASH_OUT,Platinum,Fuel,M,0
5488,24-Aug-13,C422042705,188378.18,5594945.82,5406567.64,"Bengaluru, India",CASH_IN,Silver,Food,M,0
5489,28-Oct-12,C2035115219,905.0,963.0,58.0,"Greater Mumbai, India",PAYMENT,Platinum,Food,F,0
5490,26-Jan-14,C231016842,2955.33,232319.3,229363.97,"Pudukkottai, India",PAYMENT,Platinum,Bills,F,0
5491,23-Sep-12,C650831884,5875.0,8366.0,2491.0,"Greater Mumbai, India",CASH_OUT,Signature,Entertainment,F,0
5492,17-Apr-12,C385902958,14326.7,65993.62,51666.92,"Ahmedabad, India",PAYMENT,Platinum,Food,F,0
5493,29-Aug-13,C826194653,0.0,0.0,0.0,"Ahmedabad, India",CASH_OUT,Signature,Entertainment,F,0
5494,31-Aug-12,C784511115,84.0,118.0,34.0,"Ahmedabad, India",CASH_OUT,Gold,Bills,F,0
5495,23-Jan-13,C454893707,414.0,2398.0,1984.0,"Lucknow, India",PAYMENT,Platinum,Travel,F,0
5496,02-Sep-13,C398633245,88641.71,7858525.6,7769883.89,"Lucknow, India",CASH_IN,Signature,Entertainment,M,0
5497,29-May-14,C585225164,121644.06,2430896.22,2309252.16,"Greater Mumbai, India",CASH_IN,Signature,Fuel,M,0
5498,25-Nov-12,C1737081336,504897.63,632342.1,127444.47,"Greater Mumbai, India",CASH_IN,Signature,Entertainment,M,0
5499,09-Jul-12,C901118172,22314.37,297888.47,275574.1,"Ahmedabad, India",PAYMENT,Silver,Entertainment,F,0
5500,14-Dec-13,C1732467482,28891.41,101040.0,72148.59,"Kolkata, India",PAYMENT,Silver,Bills,F,0
5501,15-Aug-14,C1824225917,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Signature,Entertainment,F,1
5502,26-Dec-13,C1171018209,5841.0,38161.0,32320.0,"Greater Mumbai, India",CASH_OUT,Platinum,Grocery,M,0
5503,30-Mar-14,C1037558726,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Signature,Food,F,0
5504,15-Jul-13,C1949798131,2264.0,46297.0,44033.0,"Kanpur, India",TRANSFER,Gold,Grocery,F,1
5505,18-Sep-13,C1629114827,69222.0,70192.0,970.0,"Delhi, India",CASH_IN,Silver,Grocery,F,0
5506,28-May-14,C958087642,23414.0,47742.0,24328.0,"Delhi, India",TRANSFER,Gold,Bills,M,1
5507,03-Mar-14,C2121416972,15800.07,200576.33,184776.26,"Bengaluru, India",PAYMENT,Signature,Entertainment,M,0
5508,29-Nov-13,C1158819077,2882.0,43406.0,40524.0,"Ahmedabad, India",CASH_OUT,Silver,Bills,F,0
5509,03-Jul-13,C1402009023,13120.0,27415.0,14295.0,"Greater Mumbai, India",CASH_IN,Gold,Food,F,1
5510,23-Apr-14,C540403949,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Platinum,Entertainment,F,0
5511,07-Jun-12,C1654027284,19176.0,48937.0,29761.0,"Ahmedabad, India",CASH_OUT,Gold,Entertainment,F,1
5512,13-Oct-11,C288996265,61338.0,67263.0,5925.0,"Thangadh, India",CASH_OUT,Silver,Food,F,0
5513,30-Apr-13,C1107122868,24963.73,284668.0,259704.27,"Greater Mumbai, India",PAYMENT,Signature,Food,F,0
5514,16-Oct-12,C273949701,2243.76,5098.0,2854.24,"Greater Mumbai, India",PAYMENT,Silver,Entertainment,F,0
5515,27-Jun-13,C346376827,258806.33,5624856.09,5366049.76,"Chennai, India",CASH_IN,Silver,Grocery,F,0
5516,31-Dec-13,C402999898,8501.75,176546.07,168044.32,"Greater Mumbai, India",PAYMENT,Silver,Entertainment,M,0
5517,09-Oct-13,C1703648880,51797.69,6977036.79,6925239.1,"Delhi, India",CASH_IN,Platinum,Fuel,M,0
5518,07-Nov-11,C336592044,1771.0,2501.81,730.81,"Darbhanga, India",PAYMENT,Signature,Grocery,F,0
5519,26-Mar-14,C163181946,22646.0,31289.0,8643.0,"Bhubaneswar, India",CASH_OUT,Signature,Food,F,0
5520,24-May-12,C1159501446,19429.55,255964.1,236534.55,"Delhi, India",PAYMENT,Silver,Fuel,F,0
5521,30-Jul-13,C1243721199,920.0,1060.0,140.0,"Gaya, India",PAYMENT,Platinum,Fuel,M,0
5522,16-Mar-13,C1092091667,0.0,0.0,0.0,"Ahmedabad, India",CASH_OUT,Gold,Food,M,0
5523,05-Dec-13,C1232549276,44934.0,87603.65,42669.65,"Rawatsar, India",CASH_OUT,Silver,Entertainment,F,0
5524,09-Feb-14,C1675926279,16042.68,946865.0,930822.32,"Ahmedabad, India",PAYMENT,Gold,Fuel,F,0
5525,02-Aug-13,C850917832,16511.18,22083.0,5571.82,"Jangaon, India",PAYMENT,Gold,Grocery,F,0
5526,28-Aug-12,C1226426076,4448.0,11768.0,7320.0,"Delhi, India",CASH_OUT,Platinum,Entertainment,M,0
5527,13-Jan-13,C1403202707,20544.0,35080.0,14536.0,"Ahmedabad, India",TRANSFER,Gold,Bills,F,1
5528,09-Apr-12,C2137302577,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Gold,Bills,M,0
5529,16-Feb-14,C437155073,974.21,229676.0,228701.79,"Kanpur, India",PAYMENT,Signature,Food,M,0
5530,29-Jan-13,C512414518,0.0,0.0,0.0,"Greater Mumbai, India",PAYMENT,Platinum,Fuel,M,0
5531,02-Jul-12,C336678683,12712.0,37597.0,24885.0,"Kanpur, India",TRANSFER,Signature,Food,F,1
5532,21-Feb-13,C886080463,49.0,104.0,55.0,"Bengaluru, India",TRANSFER,Signature,Bills,M,1
5533,09-Mar-14,C1055616051,6947.0,34631.0,27684.0,"Baleshwar Town, India",TRANSFER,Signature,Fuel,M,1
5534,28-Apr-12,C1506717916,257.0,604.0,347.0,"Lucknow, India",CASH_OUT,Signature,Grocery,F,0
5535,27-Jul-12,C797362708,64107.54,78693.0,14585.46,"Ahmedabad, India",CASH_OUT,Silver,Fuel,F,0
5536,06-Feb-13,C723462199,15979.0,46839.0,30860.0,"Greater Mumbai, India",TRANSFER,Platinum,Fuel,M,0
5537,04-Mar-13,C449043682,1408.0,3489.65,2081.65,"Delhi, India",PAYMENT,Silver,Grocery,M,0
5538,25-Jun-13,C1937103092,3116.6,352633.99,349517.39,"Greater Mumbai, India",PAYMENT,Silver,Grocery,M,0
5539,23-Sep-12,C470726653,6227.16,52160.0,45932.84,"Surat, India",PAYMENT,Silver,Grocery,F,0
5540,30-Oct-13,C2124762886,2311.0,20784.0,18473.0,"Pusad, India",PAYMENT,Silver,Grocery,M,0
5541,20-Oct-12,C1836593208,289.0,461.0,172.0,"Surat, India",CASH_IN,Silver,Fuel,M,0
5542,18-Nov-11,C438126555,0.0,0.0,0.0,"Delhi, India",CASH_OUT,Signature,Bills,F,0
5543,17-Apr-14,C277241740,19927.0,31869.0,11942.0,"Lucknow, India",CASH_OUT,Signature,Entertainment,F,1
5544,13-Mar-14,C949259631,2808.0,5555.0,2747.0,"Ichalkaranji, India",CASH_OUT,Silver,Grocery,F,1
5545,09-Jan-14,C678199436,11078.02,353000.59,341922.57,"Ahmedabad, India",PAYMENT,Platinum,Grocery,F,0
5546,13-Nov-14,C878530251,24682.0,47612.0,22930.0,"Delhi, India",CASH_OUT,Gold,Bills,M,0
5547,08-Dec-11,C533642942,6549.0,51802.0,45253.0,"Mahesana, India",CASH_IN,Signature,Grocery,F,0
5548,02-Oct-12,C705386558,199091.28,717450.49,518359.21,"Tarn Taran, India",CASH_IN,Platinum,Food,F,0
5549,14-Aug-12,C1958367976,4290.0,36806.0,32516.0,"Delhi, India",CASH_OUT,Platinum,Grocery,F,0
5550,16-Sep-13,C1300269560,13562.0,27710.0,14148.0,"Bengaluru, India",TRANSFER,Silver,Food,F,1
5551,15-Aug-12,C1395432005,9494.12,179010.21,169516.09,"Kanpur, India",PAYMENT,Platinum,Fuel,F,0
5552,30-Jul-13,C79383948,53820.0,110572.0,56752.0,"Ladnu, India",CASH_OUT,Signature,Bills,F,0
5553,27-Oct-12,C680484708,23153.0,43944.0,20791.0,"Ahmedabad, India",TRANSFER,Signature,Bills,F,1
5554,21-Apr-14,C1588907437,25679.0,69551.0,43872.0,"Jaipur, India",CASH_IN,Platinum,Fuel,M,1
5555,18-Dec-12,C100886938,303043.2,1655640.23,1352597.03,"Hazaribag, India",CASH_IN,Signature,Entertainment,F,0
5556,21-May-14,C2141905472,86.0,5417.0,5331.0,"Bengaluru, India",CASH_OUT,Silver,Fuel,F,1
5557,03-Jul-13,C1994439568,18139.0,39729.0,21590.0,"Ladwa, India",TRANSFER,Platinum,Fuel,F,1
5558,07-Feb-14,C867532404,8589.36,106886.32,98296.96,"Ahmedabad, India",PAYMENT,Silver,Grocery,M,0
5559,14-Jun-13,C1925599637,20271.0,21595.0,1324.0,"Greater Mumbai, India",CASH_IN,Gold,Fuel,F,0
5560,13-Jul-13,C751197919,2709.0,4867.33,2158.33,"Lucknow, India",CASH_OUT,Gold,Fuel,F,0
5561,05-Apr-13,C937601448,94958.0,100227.0,5269.0,"Lumding, India",CASH_OUT,Silver,Entertainment,F,1
5562,01-Jun-13,C275629633,216.0,272.0,56.0,"Surat, India",PAYMENT,Platinum,Entertainment,M,0
5563,01-Jun-13,C1659336472,231730.39,6602335.14,6370604.75,"Greater Mumbai, India",CASH_IN,Silver,Bills,F,0
5564,13-Feb-12,C2036228428,6113.0,32761.0,26648.0,"Bengaluru, India",CASH_OUT,Gold,Food,F,0
5565,30-Oct-11,C1094484567,703.0,955.0,252.0,"Hyderabad, India",CASH_OUT,Silver,Food,F,1
5566,05-Jan-12,C908737135,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Gold,Entertainment,F,0
5567,24-Oct-13,C1192912179,3829.0,16084.0,12255.0,"Malerkotla, India",CASH_IN,Silver,Fuel,M,0
5568,24-Sep-13,C1387172908,58320.01,343169.0,284848.99,"Greater Mumbai, India",CASH_OUT,Gold,Bills,M,0
5569,06-Dec-11,C901828757,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Gold,Grocery,M,0
5570,15-May-13,C192340667,12380.0,49301.0,36921.0,"Raisen, India",TRANSFER,Platinum,Entertainment,M,1
5571,25-Dec-13,C1873927088,13743.0,31846.0,18103.0,"Delhi, India",CASH_OUT,Gold,Grocery,F,1
5572,29-May-14,C1807742855,6236.08,126498.87,120262.79,"Ahmedabad, India",PAYMENT,Signature,Fuel,M,0
5573,03-Jul-12,C1545410833,528.0,1558.0,1030.0,"Bengaluru, India",TRANSFER,Gold,Fuel,M,1
5574,16-Apr-14,C143004327,451.0,38356.0,37905.0,"Jaipur, India",CASH_OUT,Gold,Travel,F,0
5575,08-Feb-14,C984047206,100271.0,102074.0,1803.0,"Greater Mumbai, India",CASH_IN,Platinum,Food,M,0
5576,26-Jan-14,C2145594955,19321.0,34851.0,15530.0,"Kanpur, India",CASH_OUT,Gold,Travel,M,0
5577,12-Mar-12,C1675456434,5480.14,698377.0,692896.86,"Satara, India",PAYMENT,Platinum,Food,F,0
5578,24-Feb-13,C1936144119,146.0,328.0,182.0,"Bengaluru, India",PAYMENT,Signature,Entertainment,M,0
5579,05-Jun-12,C1977164260,4716.0,34009.0,29293.0,"Bengaluru, India",CASH_OUT,Gold,Bills,M,1
5580,20-Jun-13,C1223786867,16881.0,22376.16,5495.16,"Bengaluru, India",CASH_OUT,Signature,Bills,F,0
5581,19-Oct-13,C786647821,0.0,0.0,0.0,"Delhi, India",PAYMENT,Silver,Bills,F,0
5582,25-Nov-13,C662952058,348.0,559.0,211.0,"Arrah, India",PAYMENT,Gold,Bills,F,0
5583,04-Jan-14,C1291460787,0.0,0.0,0.0,"Bhiwani, India",CASH_OUT,Gold,Fuel,F,0
5584,19-Aug-13,C1609037874,682.0,2178.0,1496.0,"Lucknow, India",CASH_IN,Silver,Entertainment,F,1
5585,22-Nov-13,C1065472781,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Silver,Entertainment,M,0
5586,17-Mar-14,C13974862,38590.0,45847.0,7257.0,"Ahmedabad, India",CASH_OUT,Silver,Food,F,1
5587,28-Apr-13,C1729969277,516.0,865.0,349.0,"Manwath, India",TRANSFER,Silver,Grocery,M,0
5588,10-Jan-14,C1581096016,25414.0,30779.0,5365.0,"Ahmedabad, India",CASH_OUT,Platinum,Fuel,F,0
5589,22-Jun-12,C1215069936,514.0,568.0,54.0,"Jangaon, India",CASH_OUT,Silver,Fuel,F,0
5590,12-Nov-13,C997857378,15081.0,21463.0,6382.0,"Baripada Town, India",CASH_OUT,Platinum,Fuel,M,0
5591,26-Oct-13,C800251580,33256.0,34525.0,1269.0,"Thane, India",CASH_IN,Signature,Fuel,M,0
5592,30-Jan-14,C982158215,800.0,33019.0,32219.0,"Bengaluru, India",TRANSFER,Platinum,Grocery,F,1
5593,29-Jan-14,C1613034828,0.0,0.0,0.0,"Bengaluru, India",CASH_OUT,Platinum,Entertainment,M,0
5594,16-Feb-13,C772156341,7223.16,178739.0,171515.84,"Delhi, India",PAYMENT,Signature,Fuel,M,0
5595,13-Mar-15,C1814413487,1653.12,525434.3,523781.18,"Jaipur, India",PAYMENT,Gold,Fuel,M,0
5596,02-Nov-11,C1765620910,20813.0,20924.0,111.0,"Chennai, India",CASH_OUT,Signature,Entertainment,M,0
5597,14-Mar-12,C1775146946,15709.03,14500000.0,14484290.97,"Siddipet, India",CASH_IN,Silver,Grocery,M,0
5598,12-Nov-12,C182870613,1768.0,6264.0,4496.0,"Surat, India",CASH_IN,Silver,Food,M,0
5599,18-Apr-13,C481668642,39062.0,292885.93,253823.93,"Bengaluru, India",TRANSFER,Silver,Entertainment,M,0
5600,16-Apr-14,C573809258,184.0,504.0,320.0,"Chennai, India",CASH_OUT,Gold,Entertainment,F,0
5601,11-Sep-13,C1328679504,29425.0,36040.0,6615.0,"Greater Mumbai, India",CASH_OUT,Platinum,Bills,F,1
5602,23-Sep-12,C1276626156,2816.69,187964.0,185147.31,"Bengaluru, India",CASH_OUT,Silver,Entertainment,F,0
5603,26-Aug-12,C910653639,21207.0,49851.0,28644.0,"Ahmedabad, India",CASH_OUT,Silver,Entertainment,F,1
5604,17-Oct-11,C782557425,79971.78,1321787.05,1241815.27,"Ahmedabad, India",CASH_IN,Platinum,Bills,M,0
5605,04-Jun-12,C1805247137,0.0,0.0,0.0,"Phalodi, India",CASH_OUT,Platinum,Food,M,0
5606,06-Jan-14,C549885151,6636.62,25544.0,18907.38,"Delhi, India",PAYMENT,Silver,Entertainment,F,0
5607,06-Jan-12,C1770766097,46.0,85.65,39.65,"Korba, India",PAYMENT,Gold,Grocery,M,0
5608,21-Jan-14,C609783,2012.0,70067.0,68055.0,"Hyderabad, India",CASH_IN,Platinum,Grocery,M,0
5609,19-Feb-13,C885105270,0.0,0.0,0.0,"Delhi, India",PAYMENT,Gold,Entertainment,M,0
5610,28-Sep-13,C1294746645,20579.0,36553.0,15974.0,"Pune, India",CASH_OUT,Signature,Bills,F,0
5611,19-Jun-12,C1034040263,401021.69,3145088.96,2744067.27,"Lucknow, India",CASH_IN,Gold,Fuel,F,0
5612,13-Apr-14,C460650709,13532.0,47651.0,34119.0,"Nawabganj, India",TRANSFER,Platinum,Fuel,F,1
5613,29-Dec-13,C967524585,633.0,4030.0,3397.0,"Ahmedabad, India",PAYMENT,Gold,Fuel,M,0
5614,20-Feb-12,C1758181816,965.0,38883.0,37918.0,"Upleta, India",CASH_OUT,Gold,Fuel,F,1
5615,01-Apr-14,C1748538195,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Gold,Entertainment,M,0
5616,22-Nov-11,C1980770323,11132.0,21377.0,10245.0,"Surat, India",CASH_OUT,Silver,Grocery,M,1
5617,19-May-12,C754190351,0.0,0.0,0.0,"Thiruvallur, India",PAYMENT,Platinum,Food,F,0
5618,12-Apr-13,C1604027724,0.0,0.0,0.0,"Chennai, India",PAYMENT,Platinum,Fuel,M,0
5619,30-Jan-14,C947515133,8059.0,20391.0,12332.0,"Akola, India",CASH_OUT,Signature,Bills,M,0
5620,28-Dec-11,C1224434346,35742.38,392073.0,356330.62,"Kanpur, India",PAYMENT,Signature,Grocery,M,0
5621,20-Sep-13,C1832324824,0.0,0.0,0.0,"Tiruppur, India",PAYMENT,Platinum,Food,M,0
5622,05-Jan-13,C1919672020,575467.02,6745840.44,6170373.42,"Madurai, India",CASH_IN,Signature,Food,M,0
5623,10-Feb-14,C1744794800,191.0,681.0,490.0,"Bengaluru, India",CASH_OUT,Silver,Bills,F,0
5624,08-Nov-12,C1392207306,71960.4,3344281.67,3272321.27,"Pune, India",CASH_IN,Gold,Entertainment,M,0
5625,02-Jun-12,C752382950,155668.83,6563747.43,6408078.6,"Bengaluru, India",CASH_IN,Silver,Grocery,F,0
5626,27-Mar-13,C420246484,0.0,0.0,0.0,"Pune, India",PAYMENT,Gold,Fuel,F,0
5627,11-Dec-12,C1899636284,0.0,0.0,0.0,"Kolkata, India",PAYMENT,Platinum,Fuel,M,0
5628,27-Dec-12,C1356259275,158626.81,244315.0,85688.19,"Surat, India",CASH_OUT,Gold,Entertainment,F,0
5629,30-May-13,C635464330,383616.59,14900000.0,14516383.41,"Greater Mumbai, India",CASH_IN,Signature,Fuel,F,0
5630,25-Oct-12,C1690356108,14852.75,353443.06,338590.31,"Delhi, India",PAYMENT,Platinum,Bills,M,0
5631,27-Dec-13,C1698048921,4205.0,47056.0,42851.0,"Delhi, India",CASH_OUT,Silver,Grocery,M,1
5632,01-Feb-13,C1260404760,16065.01,18086.56,2021.55,"Delhi, India",PAYMENT,Silver,Food,F,0
5633,11-Jun-14,C625830309,1412.0,43889.0,42477.0,"Bengaluru, India",CASH_OUT,Signature,Entertainment,F,0
5634,02-Mar-14,C1555980570,6461.02,759560.99,753099.97,"Ahmedabad, India",PAYMENT,Platinum,Entertainment,M,0
5635,01-Sep-12,C1136201379,10290.83,19403.17,9112.34,"Tilda Newra, India",PAYMENT,Platinum,Entertainment,M,0
5636,20-Jun-12,C732959056,8522.0,10955.0,2433.0,"Chennai, India",TRANSFER,Gold,Grocery,F,0
5637,11-Jan-14,C1876374476,0.0,0.0,0.0,"Ahmedabad, India",CASH_OUT,Platinum,Bills,F,0
